head	relation	tail
/m/045931	people.person.date_of_birth	1935.25
/m/0168dy	people.person.height_meters	1.6
/m/03cglm	people.person.height_meters	1.803
/m/0zchj	location.geocode.longitude	-121.3
/m/059f4	topic_server.population_number	697000.0
/m/0lfyd	location.geocode.longitude	8.816667
/m/0m2b5	topic_server.population_number	96100.0
/m/0xszy	location.location.area	34.873
/m/0nj7b	location.geocode.longitude	-83.38
/m/018lbg	location.geocode.longitude	-79.45
/m/0g5qmbz	film.film.initial_release_date	2011.16666667
/m/016kkx	people.person.date_of_birth	1928.33333333
/m/0lnfy	location.geocode.latitude	6.453056
/m/030qb3t	location.location.area	1301.97
/m/0ntpv	location.geocode.latitude	41.09
/m/02qzjj	people.person.height_meters	1.854
/m/0kd69	topic_server.population_number	174792.0
/m/013jz2	location.geocode.longitude	-80.65
/m/041xl	people.person.date_of_birth	1930.91666667
/m/02rmxx	people.person.date_of_birth	1947.0
/m/04bz7q	people.person.height_meters	1.73
/m/052fbt	topic_server.population_number	3195211.0
/m/03t4nx	location.geocode.latitude	40.344444
/m/0xq63	topic_server.population_number	28816.0
/m/013c2f	location.geocode.longitude	-0.3058
/m/0160nk	location.geocode.latitude	29.935344
/m/0qmjd	film.film.initial_release_date	1983.0
/m/0nhr5	topic_server.population_number	311008.0
/m/05z775	people.person.height_meters	1.54
/m/0fc2c	location.location.area	3537.92375872
/m/0k5p1	location.location.area	69.44
/m/01386_	people.person.height_meters	1.85
/m/03f4w4	people.person.height_meters	1.75
/m/0c1fs	people.person.date_of_birth	1885.75
/m/01vlj1g	people.person.height_meters	1.73
/m/0dhml	location.geocode.latitude	39.413889
/m/0s9z_	topic_server.population_number	31343.0
/m/02t_h3	film.film.initial_release_date	2004.25
/m/0c4y8	people.deceased_person.date_of_death	1983.16666667
/m/0jdd	location.dated_location.date_founded	-2199.0
/m/03_f0	people.person.date_of_birth	1685.25
/m/0p828	location.geocode.latitude	52.35
/m/0378zn	people.person.date_of_birth	1956.75
/m/06hx2	people.person.date_of_birth	1925.91666667
/m/09p0q	people.person.height_meters	1.75
/m/0523v5y	people.deceased_person.date_of_death	1969.0
/m/0407f	people.person.height_meters	1.68
/m/0jrg	people.person.date_of_birth	-355.0
/m/094xh	people.person.date_of_birth	1948.41666667
/m/0bsnm	organization.organization.date_founded	1974.66666667
/m/017c87	people.person.date_of_birth	1969.16666667
/m/07tvwy	people.person.height_meters	1.8
/m/0c_drn	people.deceased_person.date_of_death	2003.16666667
/m/01pr6n	topic_server.population_number	72514.0
/m/01cwhp	people.person.date_of_birth	1968.25
/m/0j6cj	people.person.height_meters	1.715
/m/03s5t	location.location.area	216632.0
/m/01x66d	people.person.height_meters	1.8
/m/01nz1q6	people.person.date_of_birth	1933.16666667
/m/0ytph	topic_server.population_number	65000.0
/m/0sgxg	location.geocode.longitude	-90.133333
/m/01bj6y	people.person.height_meters	1.63
/m/088xp	location.geocode.longitude	23.656
/m/03fghg	people.person.date_of_birth	1967.08333333
/m/05hj_k	people.person.date_of_birth	1952.25
/m/0p8r1	people.person.date_of_birth	1947.33333333
/m/02vr3gz	film.film.initial_release_date	2007.41666667
/m/0fpv_3_	film.film.initial_release_date	2012.75
/m/0ps1q	location.dated_location.date_founded	883.0
/m/030nwm	location.geocode.latitude	55.909362
/m/0212ny	location.location.area	603700.0
/m/0w9hk	location.location.area	141.8
/m/0dgskx	people.person.date_of_birth	1948.66666667
/m/01s3v	location.geocode.longitude	-3.183333
/m/01tsq8	topic_server.population_number	191059.0
/m/0187nd	location.geocode.longitude	-92.3288
/m/02jq1	people.person.height_meters	1.82
/m/0283sdr	organization.organization.date_founded	1869.0
/m/03j2gxx	people.person.height_meters	1.8
/m/01kcww	location.geocode.latitude	53.2581
/m/0170qf	people.person.height_meters	1.83
/m/0225bv	location.geocode.longitude	-85.760222
/m/0d6d2	people.person.date_of_birth	1925.08333333
/m/0dp90	location.geocode.latitude	-35.3075
/m/0108xl	location.geocode.longitude	-95.3
/m/071g6	location.geocode.longitude	14.548056
/m/01wg25j	people.person.date_of_birth	1933.0
/m/02_p8v	people.person.date_of_birth	1916.91666667
/m/0n5d1	location.location.area	1722.34209337
/m/06yxd	location.location.area	82931.0
/m/01j5sd	people.person.height_meters	1.784
/m/0_kfv	location.geocode.latitude	34.514444
/m/0k_6t	location.geocode.latitude	51.558807
/m/08k1lz	people.person.date_of_birth	1948.41666667
/m/0gy1_	organization.organization.date_founded	1980.16666667
/m/0ndsl1x	film.film.initial_release_date	2009.0
/m/0167q3	location.location.area	50.2457693405
/m/01vsy9_	people.person.height_meters	1.7
/m/01z88t	location.dated_location.date_founded	1990.41666667
/m/03v40v	people.person.date_of_birth	1916.91666667
/m/0c2rr7	people.person.date_of_birth	1982.91666667
/m/03y3dk	people.deceased_person.date_of_death	2007.08333333
/m/03bmmc	location.geocode.longitude	-73.963889
/m/018dk_	location.location.area	185.66
/m/0fdv3	film.film.initial_release_date	2005.41666667
/m/02hyt	location.location.area	25.69
/m/0jqp3	film.film.initial_release_date	1969.41666667
/m/026hh0m	film.film.initial_release_date	2007.66666667
/m/0184jw	people.person.height_meters	1.85
/m/0m2rv	location.geocode.longitude	-83.69
/m/040t74	people.person.date_of_birth	1969.83333333
/m/0bxbr	topic_server.population_number	63374.0
/m/0fm7s	location.geocode.latitude	60.389444
/m/0wq36	topic_server.population_number	50691.0
/m/029skd	location.geocode.latitude	52.933333
/m/046lt	people.person.date_of_birth	1950.33333333
/m/0h336	people.deceased_person.date_of_death	1805.41666667
/m/01cqz5	people.person.date_of_birth	1853.75
/m/0n5by	location.location.area	2372.42910907
/m/0739y	people.person.date_of_birth	1918.33333333
/m/01vsy3q	people.deceased_person.date_of_death	1970.75
/m/01gvsn	film.film.initial_release_date	1973.83333333
/m/024pcx	location.geocode.latitude	51.10889
/m/0n6rv	location.geocode.latitude	41.13
/m/01n86	location.geocode.latitude	46.244167
/m/01w2v	location.geocode.longitude	31.233333
/m/0mbw0	people.person.height_meters	1.65
/m/01nln	topic_server.population_number	10701458.0
/m/04t969	people.person.height_meters	1.83
/m/04y8r	people.person.height_meters	1.73
/m/0gqrb	people.deceased_person.date_of_death	1985.83333333
/m/02xb2bt	people.person.height_meters	1.88
/m/0kz2w	organization.organization.date_founded	1948.83333333
/m/04kdn	location.geocode.longitude	-87.5
/m/0txrs	location.location.area	35.92
/m/01vqq1	topic_server.population_number	65976.0
/m/054kmq	people.person.date_of_birth	1979.75
/m/0807ml	people.person.date_of_birth	1958.33333333
/m/0p_jc	people.person.date_of_birth	1943.83333333
/m/0q5hw	people.person.date_of_birth	1954.33333333
/m/0ym1n	location.geocode.latitude	51.75326
/m/0n5hh	location.geocode.longitude	-75.13
/m/01j2_7	location.geocode.latitude	48.8881
/m/02p68d	people.person.height_meters	1.75
/m/01fj9_	location.location.area	2365.0
/m/0n1v8	location.dated_location.date_founded	1808.0
/m/015jr	location.location.area	944735.0
/m/0jhz_	location.dated_location.date_founded	1822.66666667
/m/025tdwc	people.person.date_of_birth	1955.41666667
/m/0mb8c	film.film.initial_release_date	1986.66666667
/m/03mr85	film.film.initial_release_date	1958.0
/m/013m4v	topic_server.population_number	272178.0
/m/045n3p	people.deceased_person.date_of_death	1992.58333333
/m/016gb5	location.geocode.longitude	7.597778
/m/038w8	people.person.height_meters	1.8
/m/0l4vc	location.location.area	19.2
/m/0l0mk	location.geocode.latitude	36.971944
/m/01hb6v	people.person.date_of_birth	1949.33333333
/m/0151xv	people.deceased_person.date_of_death	1999.41666667
/m/0d9jr	location.dated_location.date_founded	1851.0
/m/0b90_r	location.location.area	1972550.0
/m/0473q	people.person.date_of_birth	1948.0
/m/0bn9sc	people.person.height_meters	1.91
/m/0b9dmk	people.person.height_meters	1.63
/m/0840vq	people.person.height_meters	1.76
/m/0509bl	people.person.height_meters	1.71
/m/024hh1	topic_server.population_number	2427316.0
/m/0qplq	location.location.area	144.521336557
/m/03p7gb	location.geocode.latitude	40.8101
/m/02y_lrp	film.film.initial_release_date	2008.5
/m/07yp0f	people.person.date_of_birth	1973.66666667
/m/03_js	people.person.height_meters	1.7
/m/03p7gb	organization.organization.date_founded	1887.0
/m/02wyzmv	film.film.initial_release_date	2008.0
/m/013knm	people.person.height_meters	1.69
/m/0d1y7	topic_server.population_number	492747.0
/m/09d5d5	people.person.date_of_birth	1949.58333333
/m/06k5_	location.geocode.longitude	73.83902
/m/0tcj6	location.geocode.latitude	39.106667
/m/09t4hh	people.deceased_person.date_of_death	1977.66666667
/m/02__ww	people.person.date_of_birth	1954.5
/m/01btyw	location.geocode.longitude	-103.683333
/m/029_l	people.person.date_of_birth	1952.91666667
/m/025cn2	people.person.date_of_birth	1908.0
/m/01l_vgt	people.person.height_meters	1.78
/m/0127m7	people.person.height_meters	1.85
/m/01wx74	location.geocode.longitude	176.251389
/m/0k9p4	location.location.area	131.6
/m/0ht8h	location.geocode.longitude	0.333333
/m/02v3yy	people.person.date_of_birth	1947.25
/m/0g5ff	people.deceased_person.date_of_death	2013.41666667
/m/05lb87	people.person.height_meters	1.854
/m/01b8w_	location.geocode.longitude	-0.2229
/m/03q1vd	people.person.date_of_birth	1939.33333333
/m/0cgs4	location.dated_location.date_founded	1317.0
/m/0bz3jx	film.film.initial_release_date	2006.41666667
/m/04bnx	topic_server.population_number	2778992.0
/m/01dkpb	people.person.height_meters	1.74
/m/06rzwx	film.film.initial_release_date	1986.16666667
/m/0ycht	location.geocode.longitude	-73.778611
/m/018mrd	location.geocode.latitude	34.088611
/m/0gbtbm	film.film.initial_release_date	2006.75
/m/0n1xp	location.dated_location.date_founded	1807.0
/m/015qh	location.geocode.latitude	42.75
/m/02tqm5	film.film.initial_release_date	1988.91666667
/m/0fwdr	location.geocode.latitude	49.120278
/m/0bxc4	location.location.area	24.3458882372
/m/0697s	topic_server.population_number	223752.0
/m/06nrt	location.location.area	651900.0
/m/01q9b9	people.person.height_meters	1.82
/m/077qn	location.geocode.latitude	44.8
/m/0yls9	location.geocode.latitude	51.750199
/m/07w0v	location.geocode.longitude	-97.73942
/m/0vm5t	location.location.area	68.06
/m/0rtv	location.location.area	1190.0
/m/096g3	topic_server.population_number	373743.0
/m/02bbyw	location.geocode.longitude	10.398458
/m/0p5mw	people.person.date_of_birth	1956.75
/m/01j5x6	people.person.date_of_birth	1972.91666667
/m/0n4z2	location.geocode.longitude	-106.85
/m/0m_cg	location.location.area	3450.0
/m/01505k	location.geocode.longitude	37.166667
/m/0bjv6	topic_server.population_number	1578730.0
/m/0fvvz	location.location.area	204.89
/m/04jn6y7	film.film.initial_release_date	2010.08333333
/m/0l38g	location.geocode.longitude	-119.94
/m/0ym1n	location.geocode.longitude	-1.255905
/m/02f46y	location.geocode.longitude	-0.945556
/m/050l8	location.dated_location.date_founded	1889.91666667
/m/01gbzb	location.location.area	96.11
/m/07_m9_	people.person.date_of_birth	1889.33333333
/m/0b90_r	location.dated_location.date_founded	1810.75
/m/0cv9t5	location.geocode.latitude	39.144339
/m/036k0s	location.geocode.longitude	-63.571389
/m/02049g	location.geocode.latitude	51.856
/m/07_f2	location.geocode.longitude	-72.5623
/m/0hn4h	location.location.area	2095.0
/m/06pk8	people.person.date_of_birth	1969.83333333
/m/019z7q	people.person.date_of_birth	1923.08333333
/m/01pwz	people.deceased_person.date_of_death	1506.41666667
/m/03f0qd7	people.person.date_of_birth	1981.08333333
/m/019r_1	people.deceased_person.date_of_death	1972.75
/m/0d0kn	topic_server.population_number	4835900.0
/m/02mf7	location.location.area	113.29
/m/014zcr	people.person.date_of_birth	1961.41666667
/m/07ssc	location.geocode.longitude	-0.116667
/m/05m9f9	people.person.date_of_birth	1959.5
/m/0mm1q	people.person.height_meters	1.8
/m/0cw4l	location.dated_location.date_founded	1956.91666667
/m/01hqk	film.film.initial_release_date	1997.5
/m/026c1	people.person.date_of_birth	1975.16666667
/m/0rvty	location.location.area	10.8779500634
/m/07xtqq	film.film.initial_release_date	1975.91666667
/m/048svj	people.person.date_of_birth	1951.08333333
/m/03188	location.geocode.longitude	158.183333
/m/0n6rv	location.geocode.longitude	-115.35
/m/018mmj	location.geocode.latitude	34.125499
/m/043hg	people.person.date_of_birth	1950.75
/m/0kpys	location.dated_location.date_founded	1850.0
/m/01gy7r	people.person.date_of_birth	1954.0
/m/0gmblvq	film.film.initial_release_date	2012.16666667
/m/01v3k2	location.geocode.latitude	51.609722
/m/01nhhz	location.geocode.longitude	16.35
/m/0jbyg	people.person.date_of_birth	1941.91666667
/m/01tsq8	location.location.area	90.68
/m/0kwgs	topic_server.population_number	188148.0
/m/0gt14	film.film.initial_release_date	1939.83333333
/m/01wzlxj	people.person.date_of_birth	1974.16666667
/m/03xn3s2	people.deceased_person.date_of_death	2013.83333333
/m/0lb5x	location.location.area	6139.0
/m/0mgrh	location.geocode.latitude	49.05
/m/02jyr8	location.geocode.longitude	-86.8075
/m/0nvrd	location.geocode.longitude	-88.083333
/m/021gt5	topic_server.population_number	1329.0
/m/07r_p	location.geocode.longitude	24.745278
/m/07h1q	people.person.date_of_birth	1903.75
/m/07k2p6	people.person.date_of_birth	1943.08333333
/m/02p3my	topic_server.population_number	142555.0
/m/09r8l	people.person.height_meters	1.84
/m/047f9jp	people.person.date_of_birth	1928.0
/m/01xvlc	location.geocode.longitude	-1.228611
/m/01_vfy	people.person.height_meters	1.65
/m/0pcc0	people.person.height_meters	1.98
/m/03nqbvz	people.person.date_of_birth	1923.91666667
/m/018jkl	location.location.area	7285.16
/m/07myb2	people.person.height_meters	1.626
/m/0cf_h9	people.deceased_person.date_of_death	1994.75
/m/014m1m	location.location.area	93757.0
/m/0j5g9	location.dated_location.date_founded	1056.0
/m/044qx	people.person.height_meters	1.91
/m/03zv9	organization.organization.date_founded	1898.0
/m/05p5nc	people.person.height_meters	1.72
/m/0k3kv	location.geocode.latitude	41.99
/m/0438pz	people.person.height_meters	1.93
/m/08pth9	people.person.date_of_birth	1982.58333333
/m/02cw8s	location.geocode.latitude	48.888889
/m/0ncq_	location.geocode.longitude	-0.1924
/m/024dgj	people.person.height_meters	1.86
/m/0436kgz	people.person.date_of_birth	1960.66666667
/m/01q940	organization.organization.date_founded	1987.0
/m/0mk_3	location.location.area	1983.93089252
/m/0pmq2	location.location.area	464.0
/m/05nw9m	people.person.height_meters	1.7
/m/01vx3m	location.geocode.latitude	51.3162
/m/0c_md_	people.person.date_of_birth	1913.58333333
/m/0plw	organization.organization.date_founded	1985.41666667
/m/06y57	location.geocode.latitude	-33.865
/m/058nh2	people.deceased_person.date_of_death	2013.41666667
/m/0mfj2	people.person.date_of_birth	1950.83333333
/m/0mm_4	location.geocode.latitude	37.270833
/m/0gy3w	location.geocode.latitude	32.52736
/m/0f2tj	topic_server.population_number	460913.0
/m/0hhqw	people.person.date_of_birth	1976.75
/m/03cz9_	people.person.date_of_birth	1967.41666667
/m/0n5bk	location.geocode.latitude	41.03
/m/0m7fm	topic_server.population_number	71455.0
/m/07_grx	people.deceased_person.date_of_death	1983.0
/m/0191h5	people.person.height_meters	1.73
/m/0cv0r	location.location.area	1766.37189125
/m/012pd4	people.person.date_of_birth	1891.91666667
/m/03gk2	location.dated_location.date_founded	801.0
/m/0194f5	location.geocode.latitude	47.05
/m/0tyww	location.location.area	125.4
/m/0345h	location.geocode.longitude	13.383333
/m/0cbkc	people.person.height_meters	1.68
/m/06ltr	people.person.date_of_birth	1950.25
/m/02r5w9	people.person.date_of_birth	1940.66666667
/m/0d0xs5	people.person.height_meters	1.74
/m/01yfp7	organization.organization.date_founded	1969.0
/m/044mm6	people.person.height_meters	1.7
/m/0r00l	location.geocode.longitude	-118.328333
/m/03mgx6z	film.film.initial_release_date	2008.16666667
/m/0d6yv	location.geocode.longitude	-0.131312
/m/02qtywd	people.person.date_of_birth	1956.0
/m/05kfs	people.person.date_of_birth	1946.75
/m/04cwcdb	topic_server.population_number	1197610.0
/m/0c33pl	people.person.height_meters	1.549
/m/01q2sk	organization.organization.date_founded	1905.0
/m/0t_71	location.location.area	10.8779500634
/m/0k3g3	location.location.area	3382.0
/m/0zdfp	location.geocode.latitude	42.331944
/m/03gh4	location.dated_location.date_founded	1959.66666667
/m/0hcs3	people.person.date_of_birth	1959.0
/m/0l2mg	location.location.area	2522.64841947
/m/02rghbp	people.deceased_person.date_of_death	2012.91666667
/m/023p29	people.person.height_meters	1.82
/m/0h5jg5	people.person.height_meters	1.7
/m/05ggt_	people.person.height_meters	1.67
/m/06mkj	location.geocode.longitude	-3.7
/m/020lpx	location.geocode.longitude	36.966667
/m/059rby	topic_server.population_number	8084000.0
/m/04b19t	people.person.date_of_birth	1971.41666667
/m/04sv4	organization.organization.date_founded	1975.33333333
